,Name,Latitude,Longitude,Rating,Review Count
440,Com.Pão,-8.0415697,-34.8981781,5.0,4
441,Papaya Verde,-8.0454302,-34.8928795,4.5,4
442,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
443,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
444,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
445,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
446,Confraria,-8.034333,-34.890739,4.5,6
447,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
448,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
449,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
450,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
451,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
452,Parraxaxá,-8.038119,-34.911863,4.5,14
453,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
454,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
455,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
456,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
457,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
458,Portal da Picanha,-8.03527,-34.899235,4.0,9
459,Mutti Capriccio,-8.03706,-34.91138,4.0,7
460,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
461,Texanno's,-8.035727,-34.908796,4.0,6
462,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
463,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
464,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
465,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
466,Kwai Burger,-8.03809,-34.90225,4.5,4
467,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
468,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
469,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
470,Yantai Express,-8.0325499,-34.9041481,3.0,6
471,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
472,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
473,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
474,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
475,Vovó Nice,-8.04529,-34.9072304,5.0,4
476,Parque Santana,-8.0061598,-34.9272308,5.0,4
477,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
478,Torre Massas,-8.0437202,-34.9105186,5.0,3
479,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
480,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
481,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
482,Recife Cocos,-8.0084925,-34.9365158,5.0,3
483,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
484,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
485,Carlitos Burguer,-8.04387,-34.9092,3.5,7
486,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
487,Irajá,-8.04653,-34.91092,4.0,3
488,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
489,Santa Pizza,-8.0421658,-34.9084854,4.0,4
490,Nova Torre,-8.0422916,-34.9098015,5.0,2
491,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
492,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
493,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
494,Dalena,-8.0476161,-34.897091,4.5,9
495,Chiwake,-8.0479241,-34.8954469,5.0,5
496,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
497,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
498,China 48,-8.0403204,-34.8926697,4.5,5
499,Papaya Verde,-8.0454302,-34.8928795,4.5,4
500,Via Paladar,-8.04317,-34.893261,5.0,3
501,Com.Pão,-8.0415697,-34.8981781,5.0,4
502,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
503,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
504,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
505,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
506,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
507,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
508,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
509,Ponte Nova,-8.0465311,-34.8981218,5.0,4
510,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
511,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
512,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
513,Sugoi,-7.9998088,-34.8392563,4.0,1
514,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
515,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
516,Spettus Steak House,-8.103658,-34.889275,4.5,17
517,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
518,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
519,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
520,Alphaiate,-8.104383,-34.887301,4.5,4
521,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
522,Tomaselli,-8.1029196,-34.8864594,4.5,3
523,Benvinda,-8.10566,-34.889524,4.5,3
524,Mingus,-8.0977966,-34.8847806,5.0,3
525,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
526,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
527,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
528,Underground,-8.0970402,-34.8834915,4.0,6
529,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
530,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
531,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
532,Italian Freddo,-8.1008997,-34.8865814,4.5,2
533,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
534,Club du Vin,-8.1055403,-34.8886108,4.0,2
535,Club Bardot,-8.1101398,-34.892849,5.0,2
536,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
537,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
538,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
539,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
540,Club Miró,-8.0539904,-34.8879318,4.5,5
541,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
542,Bogart Café,-8.0546198,-34.8881798,4.5,5
543,Espaço Muda,-8.0533199,-34.8791199,4.5,3
544,Itapissuma,-8.0542775,-34.8812561,5.0,2
545,São Braz,-8.0543404,-34.8833504,4.5,3
546,Kovacic,-8.0527096,-34.8887444,4.5,3
547,O Vegetariano,-8.05235,-34.8889198,4.5,3
548,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
549,Iraq,-8.0565796,-34.8854599,3.5,6
550,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
551,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
552,Govinda,-8.0553703,-34.8859215,4.5,3
553,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
554,Igarassu,-8.0542775,-34.8812561,4.5,2
555,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
556,Sansa,-8.062973,-34.87236,4.5,8
557,Downtown Pub,-8.0639,-34.8724599,4.5,11
558,Paço do Frevo,-8.06154,-34.87092,4.5,7
559,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
560,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
561,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
562,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
563,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
564,Caravela's,-8.0620203,-34.8714104,5.0,4
565,Seu Boteco,-8.063757,-34.871309,4.5,7
566,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
567,As Galerias,-8.0612999,-34.87173,4.5,5
568,Cais do Sertão,-8.060006,-34.869925,4.5,5
569,Praça da República,-8.0613403,-34.8777199,5.0,5
570,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
571,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
572,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
573,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
574,São Braz Café,-8.0643997,-34.8738785,4.5,3
575,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
576,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
577,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
578,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
579,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
580,Paço do Frevo,-8.06154,-34.87092,4.5,7
581,Praça da República,-8.0613403,-34.8777199,5.0,5
582,Sansa,-8.062973,-34.87236,4.5,8
583,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
584,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
585,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
586,Downtown Pub,-8.0639,-34.8724599,4.5,11
587,Espaço Muda,-8.0533199,-34.8791199,4.5,3
588,Cais do Sertão,-8.060006,-34.869925,4.5,5
589,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
590,Caravela's,-8.0620203,-34.8714104,5.0,4
591,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
592,As Galerias,-8.0612999,-34.87173,4.5,5
593,Itapissuma,-8.0542775,-34.8812561,5.0,2
594,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
595,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
596,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
597,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
598,China 48,-8.0403204,-34.8926697,4.5,5
599,Dalena,-8.0476161,-34.897091,4.5,9
600,Chiwake,-8.0479241,-34.8954469,5.0,5
601,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
602,Via Paladar,-8.04317,-34.893261,5.0,3
603,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
604,Com.Pão,-8.0415697,-34.8981781,5.0,4
605,Papaya Verde,-8.0454302,-34.8928795,4.5,4
606,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
607,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
608,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
609,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
610,Confraria,-8.034333,-34.890739,4.5,6
611,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
612,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
613,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
614,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
615,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
616,Parraxaxá,-8.038119,-34.911863,4.5,14
617,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
618,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
619,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
620,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
621,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
622,Portal da Picanha,-8.03527,-34.899235,4.0,9
623,Mutti Capriccio,-8.03706,-34.91138,4.0,7
624,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
625,Texanno's,-8.035727,-34.908796,4.0,6
626,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
627,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
628,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
629,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
630,Kwai Burger,-8.03809,-34.90225,4.5,4
631,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
632,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
633,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
634,Yantai Express,-8.0325499,-34.9041481,3.0,6
635,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
636,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
637,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
638,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
639,Vovó Nice,-8.04529,-34.9072304,5.0,4
640,Parque Santana,-8.0061598,-34.9272308,5.0,4
641,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
642,Torre Massas,-8.0437202,-34.9105186,5.0,3
643,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
644,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
645,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
646,Recife Cocos,-8.0084925,-34.9365158,5.0,3
647,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
648,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
649,Carlitos Burguer,-8.04387,-34.9092,3.5,7
650,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
651,Irajá,-8.04653,-34.91092,4.0,3
652,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
653,Santa Pizza,-8.0421658,-34.9084854,4.0,4
654,Nova Torre,-8.0422916,-34.9098015,5.0,2
655,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
656,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
657,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
658,Dalena,-8.0476161,-34.897091,4.5,9
659,Chiwake,-8.0479241,-34.8954469,5.0,5
660,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
661,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
662,China 48,-8.0403204,-34.8926697,4.5,5
663,Papaya Verde,-8.0454302,-34.8928795,4.5,4
664,Via Paladar,-8.04317,-34.893261,5.0,3
665,Com.Pão,-8.0415697,-34.8981781,5.0,4
666,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
667,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
668,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
669,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
670,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
671,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
672,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
673,Ponte Nova,-8.0465311,-34.8981218,5.0,4
674,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
675,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
676,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
677,Sugoi,-7.9998088,-34.8392563,4.0,1
678,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
679,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
680,Spettus Steak House,-8.103658,-34.889275,4.5,17
681,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
682,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
683,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
684,Alphaiate,-8.104383,-34.887301,4.5,4
685,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
686,Tomaselli,-8.1029196,-34.8864594,4.5,3
687,Benvinda,-8.10566,-34.889524,4.5,3
688,Mingus,-8.0977966,-34.8847806,5.0,3
689,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
690,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
691,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
692,Underground,-8.0970402,-34.8834915,4.0,6
693,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
694,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
695,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
696,Italian Freddo,-8.1008997,-34.8865814,4.5,2
697,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
698,Club du Vin,-8.1055403,-34.8886108,4.0,2
699,Club Bardot,-8.1101398,-34.892849,5.0,2
700,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
701,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
702,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
703,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
704,Club Miró,-8.0539904,-34.8879318,4.5,5
705,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
706,Bogart Café,-8.0546198,-34.8881798,4.5,5
707,Espaço Muda,-8.0533199,-34.8791199,4.5,3
708,Itapissuma,-8.0542775,-34.8812561,5.0,2
709,São Braz,-8.0543404,-34.8833504,4.5,3
710,Kovacic,-8.0527096,-34.8887444,4.5,3
711,O Vegetariano,-8.05235,-34.8889198,4.5,3
712,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
713,Iraq,-8.0565796,-34.8854599,3.5,6
714,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
715,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
716,Govinda,-8.0553703,-34.8859215,4.5,3
717,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
718,Igarassu,-8.0542775,-34.8812561,4.5,2
719,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
720,Sansa,-8.062973,-34.87236,4.5,8
721,Downtown Pub,-8.0639,-34.8724599,4.5,11
722,Paço do Frevo,-8.06154,-34.87092,4.5,7
723,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
724,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
725,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
726,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
727,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
728,Caravela's,-8.0620203,-34.8714104,5.0,4
729,Seu Boteco,-8.063757,-34.871309,4.5,7
730,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
731,As Galerias,-8.0612999,-34.87173,4.5,5
732,Cais do Sertão,-8.060006,-34.869925,4.5,5
733,Praça da República,-8.0613403,-34.8777199,5.0,5
734,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
735,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
736,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
737,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
738,São Braz Café,-8.0643997,-34.8738785,4.5,3
739,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
740,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
741,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
742,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
743,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
744,Paço do Frevo,-8.06154,-34.87092,4.5,7
745,Praça da República,-8.0613403,-34.8777199,5.0,5
746,Sansa,-8.062973,-34.87236,4.5,8
747,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
748,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
749,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
750,Downtown Pub,-8.0639,-34.8724599,4.5,11
751,Espaço Muda,-8.0533199,-34.8791199,4.5,3
752,Cais do Sertão,-8.060006,-34.869925,4.5,5
753,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
754,Caravela's,-8.0620203,-34.8714104,5.0,4
755,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
756,As Galerias,-8.0612999,-34.87173,4.5,5
757,Itapissuma,-8.0542775,-34.8812561,5.0,2
758,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
759,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
760,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
761,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
762,China 48,-8.0403204,-34.8926697,4.5,5
763,Dalena,-8.0476161,-34.897091,4.5,9
764,Chiwake,-8.0479241,-34.8954469,5.0,5
765,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
766,Via Paladar,-8.04317,-34.893261,5.0,3
767,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
768,Com.Pão,-8.0415697,-34.8981781,5.0,4
769,Papaya Verde,-8.0454302,-34.8928795,4.5,4
770,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
771,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
772,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
773,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
774,Confraria,-8.034333,-34.890739,4.5,6
775,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
776,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
777,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
778,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
779,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
780,Parraxaxá,-8.038119,-34.911863,4.5,14
781,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
782,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
783,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
784,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
785,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
786,Portal da Picanha,-8.03527,-34.899235,4.0,9
787,Mutti Capriccio,-8.03706,-34.91138,4.0,7
788,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
789,Texanno's,-8.035727,-34.908796,4.0,6
790,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
791,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
792,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
793,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
794,Kwai Burger,-8.03809,-34.90225,4.5,4
795,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
796,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
797,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
798,Yantai Express,-8.0325499,-34.9041481,3.0,6
799,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
800,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
801,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
802,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
803,Vovó Nice,-8.04529,-34.9072304,5.0,4
804,Parque Santana,-8.0061598,-34.9272308,5.0,4
805,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
806,Torre Massas,-8.0437202,-34.9105186,5.0,3
807,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
808,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
809,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
810,Recife Cocos,-8.0084925,-34.9365158,5.0,3
811,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
812,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
813,Carlitos Burguer,-8.04387,-34.9092,3.5,7
814,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
815,Irajá,-8.04653,-34.91092,4.0,3
816,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
817,Santa Pizza,-8.0421658,-34.9084854,4.0,4
818,Nova Torre,-8.0422916,-34.9098015,5.0,2
819,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
820,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
821,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
822,Dalena,-8.0476161,-34.897091,4.5,9
823,Chiwake,-8.0479241,-34.8954469,5.0,5
824,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
825,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
826,China 48,-8.0403204,-34.8926697,4.5,5
827,Papaya Verde,-8.0454302,-34.8928795,4.5,4
828,Via Paladar,-8.04317,-34.893261,5.0,3
829,Com.Pão,-8.0415697,-34.8981781,5.0,4
830,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
831,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
832,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
833,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
834,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
835,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
836,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
837,Ponte Nova,-8.0465311,-34.8981218,5.0,4
838,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
839,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
840,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
841,Sugoi,-7.9998088,-34.8392563,4.0,1
842,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
843,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
844,Spettus Steak House,-8.103658,-34.889275,4.5,17
845,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
846,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
847,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
848,Alphaiate,-8.104383,-34.887301,4.5,4
849,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
850,Tomaselli,-8.1029196,-34.8864594,4.5,3
851,Benvinda,-8.10566,-34.889524,4.5,3
852,Mingus,-8.0977966,-34.8847806,5.0,3
853,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
854,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
855,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
856,Underground,-8.0970402,-34.8834915,4.0,6
857,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
858,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
859,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
860,Italian Freddo,-8.1008997,-34.8865814,4.5,2
861,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
862,Club du Vin,-8.1055403,-34.8886108,4.0,2
863,Club Bardot,-8.1101398,-34.892849,5.0,2
864,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
865,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
866,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
867,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
868,Club Miró,-8.0539904,-34.8879318,4.5,5
869,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
870,Bogart Café,-8.0546198,-34.8881798,4.5,5
871,Espaço Muda,-8.0533199,-34.8791199,4.5,3
872,Itapissuma,-8.0542775,-34.8812561,5.0,2
873,São Braz,-8.0543404,-34.8833504,4.5,3
874,Kovacic,-8.0527096,-34.8887444,4.5,3
875,O Vegetariano,-8.05235,-34.8889198,4.5,3
876,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
877,Iraq,-8.0565796,-34.8854599,3.5,6
878,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
879,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
880,Govinda,-8.0553703,-34.8859215,4.5,3
881,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
